+-------+-----+-------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
| COUNT | 1XX |  2XX  | 3XX | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
| 134   | 0   | 128   | 0   | 6    | 0   | GET    | /api/isu/c75d0bce-8ba4-47eb-8723-48a4a0324337/icon  | 0.008 | 0.064 | 1.428    | 0.011 | 0.024 | 0.040 | 0.056 | 0.012  | 14.000     | 30648.000  | 3923049.000  | 29276.485  |
| 103   | 0   | 97    | 0   | 6    | 0   | GET    | /api/isu/f1cf962f-efea-47c4-9b5f-2833fdb0b3eb/icon  | 0.004 | 0.068 | 1.076    | 0.010 | 0.024 | 0.032 | 0.040 | 0.011  | 14.000     | 37763.000  | 3663116.000  | 35564.233  |
| 64    | 0   | 64    | 0   | 0    | 0   | GET    | /api/isu/edfe4a83-cf85-4a67-b2e6-81fe81ee037e       | 0.008 | 0.048 | 0.660    | 0.010 | 0.024 | 0.028 | 0.048 | 0.010  | 142.000    | 142.000    | 9088.000     | 142.000    |
| 106   | 0   | 106   | 0   | 0    | 0   | GET    | /api/isu/edfe4a83-cf85-4a67-b2e6-81fe81ee037e/icon  | 0.012 | 0.044 | 1.080    | 0.010 | 0.024 | 0.028 | 0.040 | 0.009  | 135228.000 | 135228.000 | 14334168.000 | 135228.000 |
| 108   | 0   | 106   | 0   | 2    | 0   | GET    | /api/isu/ad924e92-b5d6-4701-8476-f869b8ca2c26/icon  | 0.012 | 0.036 | 1.100    | 0.010 | 0.024 | 0.028 | 0.032 | 0.008  | 14.000     | 11524.000  | 1221579.000  | 11310.917  |
| 128   | 0   | 128   | 0   | 0    | 0   | GET    | /api/isu/bdda556e-32aa-48c7-9c36-626f220ca8c1/icon  | 0.004 | 0.052 | 1.300    | 0.010 | 0.020 | 0.028 | 0.052 | 0.010  | 19415.000  | 19415.000  | 2485120.000  | 19415.000  |
| 97    | 0   | 97    | 0   | 0    | 0   | GET    | /api/isu/c3c0a93e-e384-4260-aade-f9bc156e6565       | 0.004 | 0.056 | 0.968    | 0.010 | 0.024 | 0.028 | 0.056 | 0.010  | 133.000    | 133.000    | 12901.000    | 133.000    |
| 128   | 0   | 128   | 0   | 0    | 0   | GET    | /api/isu/cf360e78-f187-4282-a063-ec8e09fb70d6/icon  | 0.004 | 0.068 | 1.276    | 0.010 | 0.024 | 0.032 | 0.056 | 0.012  | 18817.000  | 18817.000  | 2408576.000  | 18817.000  |
| 128   | 0   | 128   | 0   | 0    | 0   | GET    | /api/isu/ace60301-ff8f-46a8-80c0-64b547b2e122/icon  | 0.004 | 0.056 | 1.276    | 0.010 | 0.020 | 0.028 | 0.040 | 0.009  | 26958.000  | 26958.000  | 3450624.000  | 26958.000  |
| 109   | 0   | 105   | 0   | 4    | 0   | GET    | /api/isu/d46e6167-7145-4403-8e14-7eeefce569f1/icon  | 0.004 | 0.092 | 1.072    | 0.010 | 0.024 | 0.032 | 0.060 | 0.013  | 14.000     | 14448.000  | 1517110.000  | 13918.440  |
| 137   | 0   | 133   | 0   | 4    | 0   | GET    | /api/isu/be83bfb8-f6ef-46b7-af65-6ca79fc1a6db       | 0.004 | 0.040 | 1.340    | 0.010 | 0.024 | 0.028 | 0.040 | 0.009  | 14.000     | 145.000    | 19355.000    | 141.277    |
| 111   | 0   | 107   | 0   | 4    | 0   | GET    | /api/isu/a96e33a6-5b80-4243-9e68-9a2bc3b14862/icon  | 0.004 | 0.092 | 1.084    | 0.010 | 0.020 | 0.036 | 0.044 | 0.012  | 14.000     | 74033.000  | 7921601.000  | 71365.775  |
| 85    | 0   | 84    | 0   | 1    | 0   | GET    | /api/isu/ace60301-ff8f-46a8-80c0-64b547b2e122       | 0.004 | 0.048 | 0.820    | 0.010 | 0.024 | 0.032 | 0.048 | 0.010  | 0.000      | 148.000    | 12432.000    | 146.259    |
| 236   | 0   | 232   | 0   | 4    | 0   | GET    | /api/isu/cb96d5c5-2bd8-4e80-8aee-7c013c8478d9       | 0.004 | 0.060 | 2.264    | 0.010 | 0.020 | 0.028 | 0.052 | 0.010  | 14.000     | 142.000    | 33014.000    | 139.890    |
| 65    | 0   | 61    | 0   | 4    | 0   | GET    | /api/isu/ad924e92-b5d6-4701-8476-f869b8ca2c26       | 0.008 | 0.032 | 0.608    | 0.009 | 0.020 | 0.028 | 0.032 | 0.008  | 14.000     | 148.000    | 9098.000     | 139.969    |
| 104   | 0   | 98    | 0   | 6    | 0   | GET    | /api/isu/ca7dbc1d-3f50-4a50-b985-1a040876485b/icon  | 0.004 | 0.052 | 0.972    | 0.009 | 0.020 | 0.028 | 0.040 | 0.009  | 14.000     | 23521.000  | 2305163.000  | 22165.029  |
| 185   | 0   | 181   | 0   | 4    | 0   | GET    | /api/isu/d89b71e3-cd6b-4918-8ed5-1eb2728b32ec       | 0.004 | 0.072 | 1.716    | 0.009 | 0.020 | 0.028 | 0.048 | 0.009  | 14.000     | 145.000    | 26315.000    | 142.243    |
| 162   | 0   | 154   | 0   | 8    | 0   | GET    | /api/isu/fc04a4f2-e29b-4332-bcd2-2e74cade3cd4       | 0.000 | 0.056 | 1.500    | 0.009 | 0.024 | 0.032 | 0.056 | 0.011  | 14.000     | 139.000    | 21546.000    | 133.000    |
| 111   | 0   | 105   | 0   | 6    | 0   | GET    | /api/isu/be83bfb8-f6ef-46b7-af65-6ca79fc1a6db/icon  | 0.004 | 0.060 | 1.020    | 0.009 | 0.016 | 0.028 | 0.060 | 0.011  | 14.000     | 14134.000  | 1484175.000  | 13370.946  |
| 147   | 0   | 145   | 0   | 2    | 0   | GET    | /api/isu/f1f5b4d8-916e-4d77-a838-a1d8c1856e67       | 0.008 | 0.068 | 1.336    | 0.009 | 0.020 | 0.028 | 0.040 | 0.010  | 14.000     | 139.000    | 20190.000    | 137.347    |
| 63    | 0   | 61    | 0   | 2    | 0   | GET    | /api/isu/da25e7be-9457-4ad8-b10a-983d81018cf6       | 0.004 | 0.056 | 0.572    | 0.009 | 0.024 | 0.024 | 0.056 | 0.010  | 14.000     | 133.000    | 8148.000     | 129.333    |
