+--------+-----+--------+-------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+---------------+-----------+
| COUNT  | 1XX |  2XX   |  3XX  | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |   SUM(BODY)   | AVG(BODY) |
| 7      | 0   | 7      | 0     | 0    | 0   | GET    | /api/isu/e2b92dca-7071-44db-a9c0-6b26670af12c/graph | 0.032 | 0.532 | 1.868    | 0.267 | 0.532 | 0.532 | 0.532 | 0.193  | 3026.000  | 5575.000  | 30596.000     | 4370.857  |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/e8c9a7b4-288c-4b54-a6a6-a6e3b0205bb7       | 0.232 | 0.232 | 0.232    | 0.232 | 0.232 | 0.232 | 0.232 | 0.000  | 143.000   | 143.000   | 143.000       | 143.000   |
| 322    | 0   | 303    | 0     | 19   | 0   | POST   | /api/isu                                            | 0.052 | 1.024 | 72.488   | 0.225 | 0.448 | 0.704 | 1.000 | 0.210  | 128.000   | 161.000   | 41967.000     | 130.332   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/f6cb4707-b009-4e0d-afc9-f7619a6fe246/graph | 0.008 | 0.508 | 0.892    | 0.223 | 0.508 | 0.508 | 0.508 | 0.187  | 2691.000  | 3696.000  | 13260.000     | 3315.000  |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/f161207e-a865-4e56-8a3d-c41b8754eae6       | 0.196 | 0.196 | 0.196    | 0.196 | 0.196 | 0.196 | 0.196 | 0.000  | 146.000   | 146.000   | 146.000       | 146.000   |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/aa8e7562-f7c6-48bb-af36-23ba8d058359       | 0.188 | 0.188 | 0.188    | 0.188 | 0.188 | 0.188 | 0.188 | 0.000  | 143.000   | 143.000   | 143.000       | 143.000   |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/a9b31f08-c763-404b-831c-e9590ada3094       | 0.016 | 0.452 | 0.548    | 0.183 | 0.452 | 0.452 | 0.452 | 0.192  | 134.000   | 134.000   | 402.000       | 134.000   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/db58a698-665e-49fa-a360-be1104453ddc/graph | 0.084 | 0.360 | 0.716    | 0.179 | 0.360 | 0.360 | 0.360 | 0.108  | 3024.000  | 4891.000  | 16656.000     | 4164.000  |
| 11     | 0   | 11     | 0     | 0    | 0   | GET    | /api/isu/e130b7dd-a2b3-4322-9430-a5897deb5db0/graph | 0.020 | 0.400 | 1.968    | 0.179 | 0.300 | 0.400 | 0.400 | 0.106  | 2691.000  | 5893.000  | 47408.000     | 4309.818  |
| 7      | 0   | 7      | 0     | 0    | 0   | GET    | /api/isu/be06a641-a4d7-4ddf-a25f-313dce61a064       | 0.032 | 0.448 | 1.216    | 0.174 | 0.448 | 0.448 | 0.448 | 0.135  | 134.000   | 134.000   | 938.000       | 134.000   |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/e69fe689-913d-4d08-b991-291ae131bcc4       | 0.008 | 0.436 | 0.512    | 0.171 | 0.436 | 0.436 | 0.436 | 0.189  | 137.000   | 137.000   | 411.000       | 137.000   |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/c524804f-96bf-4ad1-9249-ce4b3e9cc367/graph | 0.020 | 0.340 | 0.844    | 0.169 | 0.340 | 0.340 | 0.340 | 0.110  | 2691.000  | 5221.000  | 19865.000     | 3973.000  |
